personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-001308,RM837,29,Female,Sales,Sales Executive,3,1,Life Sciences,Married,23,Travel_Rarely,No,11,11,8,3,10.0,4,1,2,1,1,3,3,7336,13,1,Yes
P-001309,RM838,40,Female,Research & Development,Research Director,3,4,Medical,Single,9,Travel_Frequently,No,20,18,7,2,13.0,2,3,3,2,3,3,3,13499,17,9,No
P-001310,RM839,42,Male,Sales,Sales Executive,4,3,Life Sciences,Single,12,Travel_Frequently,Yes,22,21,9,13,14.0,3,1,3,2,2,3,2,13758,12,0,Yes
P-001311,RM840,42,Male,Sales,Sales Executive,2,4,Marketing,Single,4,Travel_Rarely,No,9,6,4,1,5.0,2,1,3,4,4,3,3,5155,13,7,No
P-001312,RM841,35,Male,Research & Development,Laboratory Technician,1,4,Medical,Married,1,Travel_Rarely,No,10,8,0,1,7.0,4,3,2,3,2,3,2,2258,12,6,No
P-001313,RM842,24,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,24,Travel_Rarely,No,6,4,3,1,2.0,4,2,3,3,4,4,2,3597,22,8,No
P-001314,RM843,28,Female,Research & Development,Laboratory Technician,1,1,Life Sciences,Married,12,Travel_Rarely,Yes,1,1,1,0,0.0,3,4,3,2,4,3,4,2515,11,1,Yes
P-001315,RM844,26,Male,Research & Development,Laboratory Technician,1,4,Medical,Married,3,Travel_Rarely,No,8,8,7,0,7.0,1,4,4,3,2,4,2,4420,22,1,No
P-001316,RM845,30,Male,Sales,Sales Executive,2,3,Marketing,Married,10,Travel_Rarely,No,10,10,3,1,4.0,3,3,2,3,1,3,3,6578,18,1,No
P-001317,RM846,40,Female,Research & Development,Research Scientist,2,2,Medical,Married,26,Travel_Frequently,Yes,16,1,1,0,0.0,3,4,2,1,4,3,3,4422,13,3,No
P-001318,RM847,35,Male,Research & Development,Manufacturing Director,3,3,Life Sciences,Divorced,2,Travel_Rarely,No,15,7,7,6,4.0,3,2,2,4,2,3,2,10274,18,2,No
P-001319,RM848,34,Male,Research & Development,Healthcare Representative,2,3,Medical,Single,1,Travel_Frequently,No,14,13,9,4,9.0,4,1,2,3,3,4,3,5343,20,0,No
P-001320,RM849,35,Male,Research & Development,Laboratory Technician,1,4,Other,Married,4,Travel_Frequently,No,2,2,2,2,2.0,4,4,2,4,2,3,2,2376,13,1,No
P-001321,RM850,43,Female,Sales,Sales Executive,2,3,Marketing,Single,9,Travel_Rarely,No,7,4,3,1,3.0,1,3,1,2,2,3,2,5346,13,8,Yes
P-001322,RM851,32,Female,Sales,Sales Representative,1,1,Life Sciences,Divorced,2,Non-Travel,No,1,1,0,0,0.0,3,1,3,3,3,3,3,2827,12,1,No
P-001323,RM852,56,Female,Research & Development,Manager,5,4,Technical Degree,Divorced,4,Travel_Rarely,No,28,5,2,4,2.0,4,1,3,3,4,3,2,19943,13,4,No
P-001324,RM853,29,Female,Research & Development,Laboratory Technician,1,1,Medical,Married,6,Travel_Rarely,No,10,10,8,0,8.0,2,4,3,3,1,3,5,3131,13,1,No
P-001325,RM854,19,Male,Research & Development,Research Scientist,1,2,Life Sciences,Single,9,Travel_Rarely,No,1,1,1,0,0.0,3,1,3,3,3,4,4,2552,25,1,No
P-001326,RM855,45,Female,Research & Development,Research Scientist,1,3,Medical,Married,7,Travel_Rarely,Yes,7,3,2,0,2.0,1,3,3,2,3,3,2,4477,19,4,No
P-001327,RM856,37,Female,Research & Development,Manufacturing Director,2,3,Life Sciences,Married,1,Travel_Rarely,No,14,14,8,3,11.0,4,4,2,2,2,3,2,6474,13,1,No
P-001328,RM857,20,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,3,Travel_Rarely,No,2,2,2,1,2.0,1,3,2,2,1,3,2,3033,12,1,No
P-001329,RM858,44,Male,Research & Development,Research Scientist,1,4,Life Sciences,Single,10,Travel_Rarely,Yes,6,6,4,0,2.0,3,3,3,3,3,3,4,2936,11,1,Yes
P-001330,RM859,53,Female,Research & Development,Manager,5,2,Medical,Divorced,7,Travel_Rarely,No,26,7,7,4,7.0,4,3,3,3,2,3,6,18606,18,3,No
P-001331,RM860,29,Female,Research & Development,Research Scientist,1,1,Life Sciences,Married,15,Travel_Rarely,Yes,6,5,4,1,3.0,2,4,1,2,1,3,2,2168,18,0,No
P-001332,RM861,22,Male,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,1,0,0,0,0.0,3,4,2,3,2,3,5,2853,11,0,Yes
P-001333,RM862,46,Female,Sales,Manager,4,3,Marketing,Married,2,Travel_Rarely,No,28,26,15,15,9.0,3,1,3,3,1,4,2,17048,23,8,No
P-001334,RM863,44,Male,Research & Development,Research Scientist,1,3,Life Sciences,Single,17,Non-Travel,No,6,0,0,0,0.0,4,3,1,3,4,3,3,2290,13,2,No
P-001335,RM864,33,Male,Human Resources,Human Resources,1,3,Human Resources,Married,2,Travel_Rarely,No,5,5,4,1,4.0,2,3,3,3,4,3,2,3600,13,1,No
P-001336,RM865,41,Male,Research & Development,Research Scientist,1,2,Life Sciences,Divorced,5,Non-Travel,No,5,1,0,0,0.0,1,1,2,1,1,3,2,2107,17,6,Yes
P-001337,RM866,30,Male,Sales,Sales Executive,2,4,Life Sciences,Divorced,29,Travel_Rarely,No,8,4,3,0,3.0,3,1,3,3,3,3,3,4115,19,8,No
P-001338,RM867,40,Male,Sales,Sales Executive,2,4,Medical,Married,2,Travel_Frequently,No,5,0,0,0,0.0,2,2,3,3,4,3,2,4327,12,5,No
P-001339,RM868,50,Female,Research & Development,Manager,4,3,Medical,Married,2,Travel_Frequently,No,32,2,2,2,2.0,4,1,3,3,3,4,3,17856,22,2,No
P-001340,RM869,28,Male,Research & Development,Laboratory Technician,1,4,Medical,Married,19,Travel_Rarely,No,6,6,5,3,3.0,4,1,2,3,3,3,2,3196,12,1,No
P-001341,RM870,46,Male,Research & Development,Research Director,5,2,Life Sciences,Married,15,Travel_Rarely,No,25,4,2,0,3.0,4,2,3,3,1,3,2,19081,11,5,No
P-001342,RM871,35,Male,Sales,Sales Executive,2,4,Life Sciences,Married,17,Travel_Rarely,Yes,15,7,7,1,7.0,3,1,3,3,4,3,2,8966,15,3,No
P-001343,RM872,24,Female,Research & Development,Laboratory Technician,1,2,Life Sciences,Married,17,Travel_Rarely,No,1,1,0,0,0.0,4,2,3,1,1,3,3,2210,13,1,Yes
P-001344,RM873,33,Female,Sales,Sales Executive,2,3,Medical,Married,25,Travel_Frequently,No,10,10,7,0,1.0,2,3,3,2,1,3,3,4539,12,1,No
P-001345,RM874,36,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Divorced,6,Travel_Rarely,No,7,7,7,1,7.0,3,3,1,3,3,3,4,2741,14,1,No
P-001346,RM875,30,Male,Research & Development,Laboratory Technician,2,4,Life Sciences,Divorced,7,Travel_Rarely,No,10,10,7,8,9.0,3,3,3,2,1,3,4,3491,13,1,No
P-001347,RM876,44,Male,Research & Development,Research Scientist,2,4,Other,Single,29,Travel_Rarely,No,20,20,11,13,17.0,4,4,3,3,2,4,3,4541,25,1,No
P-001348,RM877,20,Male,Sales,Sales Representative,1,3,Marketing,Single,21,Travel_Rarely,No,2,2,1,2,2.0,3,4,4,3,4,3,2,2678,17,1,No
P-001349,RM878,46,Male,Research & Development,Manufacturing Director,2,4,Technical Degree,Divorced,2,Travel_Rarely,No,12,6,3,1,4.0,4,4,3,2,3,3,3,7379,11,2,No
P-001350,RM879,42,Male,Human Resources,Human Resources,2,5,Medical,Married,2,Non-Travel,No,10,4,3,0,3.0,4,1,4,4,1,3,3,6272,16,7,No
P-001351,RM880,60,Male,Sales,Sales Executive,2,4,Marketing,Divorced,7,Travel_Rarely,Yes,12,11,7,1,9.0,2,4,4,3,2,3,3,5220,18,0,No
P-001352,RM881,32,Female,Research & Development,Laboratory Technician,1,3,Other,Married,13,Travel_Frequently,No,2,2,2,2,2.0,3,2,2,3,3,4,2,2743,20,1,No
P-001353,RM882,32,Female,Research & Development,Research Scientist,2,2,Life Sciences,Single,2,Travel_Frequently,Yes,10,8,7,0,7.0,4,3,3,3,4,3,2,4998,14,4,No
P-001354,RM883,36,Female,Research & Development,Manufacturing Director,3,3,Technical Degree,Divorced,1,Travel_Rarely,Yes,17,7,7,7,7.0,3,1,1,3,3,4,2,10252,21,2,No
P-001355,RM884,33,Male,Research & Development,Research Scientist,1,3,Medical,Married,9,Travel_Rarely,No,15,14,10,4,10.0,1,4,3,3,2,3,5,2781,13,0,No
P-001356,RM885,40,Female,Sales,Sales Executive,2,3,Technical Degree,Divorced,10,Travel_Rarely,No,7,5,1,1,3.0,2,2,2,4,2,3,2,6852,12,7,No
P-001357,RM886,25,Male,Sales,Sales Executive,2,4,Life Sciences,Single,10,Travel_Rarely,No,5,4,3,1,1.0,3,4,3,3,2,3,4,4950,14,0,No
P-001358,RM887,30,Male,Research & Development,Research Scientist,1,3,Medical,Married,1,Travel_Rarely,Yes,12,11,9,5,7.0,4,2,3,3,1,4,2,3579,21,0,No
P-001359,RM888,42,Female,Research & Development,Research Director,3,5,Medical,Married,26,Travel_Frequently,Yes,20,1,0,0,0.0,1,1,3,3,3,3,6,13191,17,3,No
P-001360,RM889,35,Female,Sales,Sales Executive,3,2,Marketing,Married,8,Non-Travel,Yes,16,13,2,4,12.0,3,4,2,2,2,3,6,10377,11,4,No
P-001361,RM890,27,Male,Research & Development,Research Scientist,1,3,Life Sciences,Married,14,Travel_Rarely,Yes,9,9,7,6,8.0,1,1,3,2,4,3,3,2235,14,1,No
P-001362,RM891,54,Female,Research & Development,Manufacturing Director,3,4,Life Sciences,Divorced,1,Travel_Frequently,No,33,5,4,1,4.0,4,3,3,1,1,3,2,10502,17,7,No
P-001363,RM892,44,Female,Research & Development,Research Scientist,1,1,Life Sciences,Married,2,Travel_Rarely,No,10,10,5,7,7.0,1,4,4,3,4,3,5,2011,13,1,No
P-001364,RM893,19,Female,Research & Development,Research Scientist,1,3,Medical,Single,10,Non-Travel,Yes,1,1,1,0,0.0,1,2,2,4,2,4,2,1859,25,1,Yes
P-001365,RM894,29,Female,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,1,Travel_Rarely,No,3,3,2,1,2.0,1,4,3,3,1,3,5,3760,15,1,No
P-001366,RM895,54,Male,Research & Development,Research Director,4,3,Life Sciences,Married,3,Travel_Rarely,No,36,10,9,0,9.0,4,4,3,3,1,3,2,17779,14,3,No
P-001367,RM896,31,Male,Research & Development,Healthcare Representative,2,2,Medical,Married,11,Travel_Rarely,Yes,6,6,5,0,1.0,3,1,3,2,4,3,2,6833,12,1,No
P-001368,RM897,31,Female,Research & Development,Healthcare Representative,2,3,Medical,Single,24,Travel_Rarely,No,10,10,9,1,8.0,3,1,2,3,2,3,2,6812,19,1,No
P-001369,RM898,59,Female,Sales,Sales Executive,2,3,Life Sciences,Single,3,Travel_Rarely,No,13,6,1,0,5.0,3,4,2,3,4,3,2,5171,17,5,No
P-001370,RM899,43,Male,Research & Development,Research Director,5,3,Life Sciences,Married,3,Travel_Rarely,No,25,8,7,0,7.0,3,4,1,3,2,3,2,19740,14,3,No
P-001371,RM900,49,Male,Research & Development,Manager,5,2,Medical,Married,4,Travel_Rarely,No,23,1,0,0,0.0,1,3,2,4,3,3,2,18711,13,2,No
P-001372,RM901,36,Male,Research & Development,Research Scientist,1,3,Technical Degree,Married,3,Travel_Frequently,No,12,11,10,0,7.0,3,2,3,2,3,3,2,3692,12,1,No
P-001373,RM902,48,Male,Research & Development,Laboratory Technician,1,2,Technical Degree,Single,2,Travel_Rarely,No,7,1,0,0,0.0,4,2,4,2,3,3,4,2559,11,5,No
P-001374,RM903,27,Male,Research & Development,Research Scientist,1,2,Life Sciences,Divorced,4,Travel_Rarely,No,5,5,3,0,3.0,1,3,3,3,2,3,2,2517,11,1,No
P-001375,RM904,29,Male,Research & Development,Healthcare Representative,2,3,Life Sciences,Divorced,7,Travel_Rarely,Yes,6,6,0,1,0.0,3,4,3,3,2,3,2,6623,11,1,No
P-001376,RM905,48,Male,Research & Development,Research Director,5,3,Life Sciences,Single,1,Travel_Rarely,No,25,1,0,0,0.0,4,4,2,4,3,3,3,18265,12,6,No
P-001377,RM906,29,Female,Research & Development,Research Director,4,3,Life Sciences,Divorced,1,Travel_Rarely,No,9,7,7,1,7.0,4,4,2,2,2,3,2,16124,14,3,No
P-001378,RM907,34,Female,Research & Development,Research Scientist,1,3,Technical Degree,Married,20,Travel_Rarely,No,2,1,0,0,0.0,3,3,4,2,4,3,5,2585,17,0,No
P-001379,RM908,44,Male,Sales,Manager,5,3,Marketing,Married,5,Travel_Rarely,No,26,22,9,3,10.0,2,2,3,3,3,3,5,18213,11,7,No
P-001380,RM909,33,Male,Sales,Sales Executive,3,5,Marketing,Divorced,10,Travel_Rarely,Yes,10,9,8,0,8.0,4,3,4,3,4,3,3,8380,14,0,No
P-001381,RM910,19,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,25,Travel_Rarely,Yes,1,1,0,0,1.0,2,4,4,3,4,3,2,2994,12,1,No
P-001382,RM911,23,Male,Research & Development,Research Scientist,1,2,Life Sciences,Married,1,Travel_Rarely,No,1,1,0,0,1.0,4,3,3,3,4,4,2,1223,22,1,No
P-001383,RM912,25,Male,Sales,Sales Representative,1,1,Life Sciences,Single,24,Travel_Frequently,Yes,1,1,0,1,0.0,3,4,1,3,4,3,4,1118,14,1,Yes
P-001384,RM913,26,Male,Research & Development,Research Scientist,1,2,Life Sciences,Single,4,Travel_Rarely,Yes,8,8,5,2,2.0,3,4,3,2,2,4,2,2875,20,1,No
P-001385,RM914,45,Female,Sales,Manager,5,3,Marketing,Single,2,Travel_Rarely,Yes,26,24,10,1,11.0,1,2,1,3,1,3,2,18824,16,2,Yes
P-001386,RM915,55,Male,Research & Development,Healthcare Representative,4,1,Medical,Divorced,8,Non-Travel,Yes,34,33,9,15,0.0,4,2,2,3,4,3,3,13577,15,1,No
P-001387,RM916,21,Female,Research & Development,Laboratory Technician,1,2,Life Sciences,Single,10,Travel_Frequently,No,2,2,2,2,2.0,1,3,2,1,3,4,2,2625,20,1,Yes
P-001388,RM917,46,Female,Sales,Manager,5,2,Marketing,Married,4,Travel_Rarely,No,26,11,4,0,8.0,4,2,2,3,3,3,2,18789,14,2,No
P-001389,RM918,34,Female,Sales,Sales Executive,2,3,Marketing,Single,2,Travel_Rarely,Yes,4,3,2,0,2.0,3,1,3,3,4,3,3,4538,12,0,No
P-001390,RM919,51,Male,Sales,Manager,5,3,Life Sciences,Divorced,9,Travel_Frequently,Yes,31,29,10,11,10.0,4,2,3,2,1,4,5,19847,24,4,No
P-001391,RM920,59,Male,Research & Development,Manufacturing Director,3,4,Medical,Single,18,Travel_Rarely,No,25,9,7,5,4.0,4,4,3,2,4,3,6,10512,12,6,No
P-001392,RM921,34,Female,Research & Development,Laboratory Technician,2,3,Medical,Divorced,19,Travel_Frequently,No,15,11,8,5,10.0,3,2,3,4,3,3,2,4444,13,4,No
P-001393,RM922,28,Male,Research & Development,Laboratory Technician,1,4,Medical,Single,1,Travel_Frequently,Yes,5,4,2,0,2.0,4,3,3,2,3,3,2,2154,11,0,No
P-001394,RM923,44,Male,Research & Development,Manager,5,2,Life Sciences,Divorced,4,Travel_Rarely,No,26,25,9,14,13.0,3,1,4,2,4,3,4,19190,14,1,No
P-001395,RM924,34,Male,Human Resources,Human Resources,2,3,Life Sciences,Married,11,Travel_Frequently,No,14,10,9,1,8.0,3,2,2,4,4,3,5,4490,11,4,No
P-001396,RM925,35,Male,Research & Development,Research Scientist,1,1,Life Sciences,Married,6,Travel_Rarely,Yes,4,3,2,2,2.0,3,3,3,3,4,3,3,3506,14,0,No
P-001397,RM926,42,Female,Research & Development,Research Scientist,2,4,Medical,Married,7,Travel_Rarely,Yes,18,1,0,0,0.0,2,2,4,3,4,3,2,2372,16,6,No
P-001398,RM927,43,Female,Sales,Sales Executive,3,4,Marketing,Single,4,Travel_Rarely,No,23,21,7,15,17.0,4,4,2,4,4,3,3,10231,14,3,No
P-001399,RM928,36,Female,Research & Development,Manufacturing Director,2,4,Life Sciences,Single,2,Travel_Rarely,Yes,18,16,14,5,12.0,3,2,3,3,4,3,2,5410,11,9,No
P-001400,RM929,44,Female,Research & Development,Healthcare Representative,3,3,Medical,Married,15,Travel_Rarely,No,10,10,7,0,5.0,1,4,3,3,4,3,2,7978,11,1,Yes
P-001401,RM930,28,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,2,Travel_Frequently,Yes,2,2,2,2,2.0,4,4,2,3,2,3,2,3867,12,1,No
P-001402,RM931,51,Female,Research & Development,Laboratory Technician,1,2,Medical,Single,6,Travel_Frequently,No,8,7,0,7,7.0,2,3,2,2,2,3,6,2838,14,0,No
P-001403,RM932,30,Female,Research & Development,Manufacturing Director,2,2,Medical,Single,9,Non-Travel,Yes,10,8,4,1,7.0,3,3,3,3,3,3,3,4695,18,7,No
P-001404,RM933,29,Female,Research & Development,Laboratory Technician,1,3,Technical Degree,Divorced,7,Travel_Rarely,Yes,10,7,7,7,7.0,2,3,3,3,1,3,2,3339,13,3,Yes
P-001405,RM934,28,Male,Research & Development,Research Scientist,1,3,Technical Degree,Single,1,Travel_Rarely,No,5,3,2,1,2.0,4,1,3,2,2,3,2,2080,11,2,No
P-001406,RM935,25,Female,Research & Development,Research Scientist,1,3,Medical,Single,1,Travel_Rarely,No,2,2,2,2,1.0,4,2,3,2,4,3,3,2096,18,1,No
P-001407,RM936,32,Male,Sales,Sales Executive,2,3,Medical,Married,8,Travel_Rarely,No,10,10,7,0,8.0,3,4,4,4,3,3,4,6209,15,1,No
P-001408,RM937,45,Female,Research & Development,Manager,5,3,Medical,Single,25,Travel_Frequently,No,22,0,0,0,0.0,2,2,3,3,3,4,4,18061,22,3,No
P-001409,RM938,39,Female,Research & Development,Manager,4,4,Medical,Divorced,13,Travel_Rarely,Yes,21,19,9,15,2.0,3,2,2,3,4,3,4,17123,13,6,No
P-001410,RM939,58,Male,Research & Development,Research Scientist,1,4,Life Sciences,Divorced,23,Travel_Rarely,No,2,2,2,2,2.0,1,3,3,3,4,3,3,2372,12,1,No
P-001411,RM940,32,Male,Research & Development,Laboratory Technician,2,2,Life Sciences,Married,7,Travel_Rarely,No,10,10,4,1,1.0,4,3,3,3,1,3,3,4883,18,1,Yes
P-001412,RM941,39,Male,Research & Development,Research Scientist,1,3,Medical,Single,23,Travel_Rarely,No,6,5,2,0,3.0,3,1,3,3,1,3,2,3904,13,0,Yes
P-001413,RM942,30,Female,Research & Development,Laboratory Technician,2,3,Technical Degree,Married,6,Travel_Rarely,No,10,9,2,6,7.0,1,4,2,3,1,3,6,4627,12,0,No
P-001414,RM943,36,Female,Research & Development,Healthcare Representative,3,4,Technical Degree,Married,10,Travel_Rarely,No,10,7,7,1,7.0,4,3,3,3,1,3,0,7094,12,3,No
P-001415,RM944,46,Female,Human Resources,Human Resources,1,2,Life Sciences,Single,1,Travel_Rarely,No,10,7,6,5,7.0,4,1,3,4,3,3,3,3423,12,6,No
P-001416,RM945,28,Female,Research & Development,Laboratory Technician,2,3,Life Sciences,Married,1,Non-Travel,No,10,9,8,7,5.0,3,4,1,3,1,3,6,6674,11,0,No
P-001417,RM946,50,Female,Research & Development,Research Director,4,3,Life Sciences,Married,28,Travel_Rarely,Yes,25,3,2,1,2.0,4,1,3,3,2,3,2,16880,11,4,No
P-001418,RM947,40,Male,Sales,Sales Executive,3,4,Marketing,Single,25,Travel_Rarely,Yes,9,5,4,1,0.0,4,2,2,3,3,3,2,9094,12,2,Yes
P-001419,RM948,52,Male,Sales,Sales Executive,3,3,Life Sciences,Single,5,Travel_Rarely,Yes,10,8,7,7,7.0,2,2,3,2,3,3,2,8446,19,9,Yes
P-001420,RM949,30,Female,Research & Development,Manager,3,4,Medical,Married,17,Travel_Rarely,Yes,9,9,1,0,8.0,2,1,3,3,4,4,2,11916,23,1,No
P-001421,RM950,39,Male,Research & Development,Manufacturing Director,2,2,Life Sciences,Single,18,Travel_Rarely,No,9,8,7,1,7.0,1,3,3,3,1,3,6,4534,11,0,No
P-001422,RM951,31,Female,Sales,Sales Executive,3,4,Life Sciences,Divorced,2,Non-Travel,Yes,10,10,8,9,6.0,4,3,3,2,1,3,5,9852,19,1,No
P-001423,RM952,41,Male,Sales,Sales Executive,2,2,Medical,Single,10,Non-Travel,No,19,19,2,11,9.0,3,2,1,3,1,3,4,6151,13,1,No
P-001424,RM953,31,Female,Sales,Sales Representative,1,3,Life Sciences,Single,1,Travel_Frequently,Yes,3,3,2,2,2.0,4,2,3,4,1,3,2,2302,11,1,Yes
P-001425,RM954,44,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Married,3,Travel_Rarely,No,10,3,2,1,2.0,1,1,3,4,3,3,4,2362,12,4,Yes
P-001426,RM955,42,Male,Research & Development,Manager,4,1,Life Sciences,Married,2,Non-Travel,Yes,21,20,8,2,10.0,3,3,3,2,4,3,3,17861,13,0,No
P-001427,RM956,55,Female,Research & Development,Manager,5,2,Medical,Married,2,Travel_Rarely,No,23,19,9,9,11.0,4,3,1,3,4,3,5,19187,14,4,No
P-001428,RM957,56,Male,Human Resources,Manager,5,4,Life Sciences,Single,8,Travel_Rarely,No,36,7,3,7,7.0,4,2,3,3,1,3,4,19717,14,6,No
P-001429,RM958,40,Male,Research & Development,Research Scientist,1,2,Life Sciences,Divorced,16,Non-Travel,No,6,4,2,0,0.0,3,3,3,3,2,3,0,3544,16,9,No
P-001430,RM959,34,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Divorced,9,Travel_Rarely,No,10,9,7,1,6.0,4,4,3,2,4,3,0,8500,11,0,No
P-001431,RM960,40,Male,Research & Development,Research Scientist,2,3,Life Sciences,Single,2,Travel_Rarely,No,9,9,8,8,8.0,3,4,3,3,3,3,4,4661,13,1,No
P-001432,RM961,41,Female,Sales,Sales Executive,2,3,Marketing,Divorced,1,Travel_Frequently,No,10,9,3,1,7.0,3,1,3,3,4,3,2,4103,17,0,No
P-001433,RM962,35,Male,Research & Development,Research Scientist,2,4,Life Sciences,Single,4,Travel_Frequently,Yes,9,9,6,1,1.0,3,3,3,3,2,3,3,4249,11,1,No
P-001434,RM963,51,Male,Human Resources,Manager,4,3,Life Sciences,Divorced,5,Travel_Rarely,Yes,33,33,9,0,10.0,3,2,3,3,2,3,2,14026,11,1,No
P-001435,RM964,38,Female,Sales,Sales Executive,2,2,Life Sciences,Divorced,2,Travel_Rarely,No,11,7,7,1,7.0,2,1,3,3,4,3,3,6893,15,3,No
P-001436,RM965,34,Female,Sales,Sales Executive,2,2,Medical,Single,15,Travel_Rarely,No,10,10,8,9,6.0,3,1,3,4,4,3,6,6125,12,1,No
P-001437,RM966,25,Male,Research & Development,Laboratory Technician,1,1,Medical,Married,19,Travel_Rarely,No,7,3,2,1,2.0,4,4,3,2,3,3,6,3669,11,3,No
P-001438,RM967,58,Female,Research & Development,Manufacturing Director,3,4,Medical,Married,7,Travel_Rarely,Yes,31,10,9,5,9.0,3,1,2,2,4,3,0,10008,14,7,Yes
P-001439,RM968,40,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,1,Travel_Rarely,No,7,4,2,0,3.0,2,2,3,3,3,4,3,2387,22,3,No
P-001440,RM969,36,Female,Sales,Sales Executive,2,3,Marketing,Married,7,Travel_Frequently,No,17,15,7,6,13.0,1,1,4,2,4,3,2,4639,16,2,No
P-001441,RM970,48,Male,Research & Development,Manufacturing Director,3,3,Life Sciences,Single,4,Travel_Rarely,No,11,10,9,0,8.0,4,4,3,3,3,3,2,7898,11,1,No
P-001442,RM971,27,Female,Sales,Sales Representative,1,3,Medical,Married,11,Travel_Rarely,No,5,1,0,0,0.0,3,4,4,3,2,3,4,2534,14,8,No
P-001443,RM972,51,Female,Research & Development,Manufacturing Director,4,2,Technical Degree,Single,11,Travel_Rarely,No,29,5,2,0,3.0,4,2,2,2,2,3,1,13142,16,3,No
P-001444,RM973,18,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,1,Non-Travel,No,0,0,0,0,0.0,4,4,3,4,3,3,5,1611,15,1,No
P-001445,RM974,35,Female,Research & Development,Laboratory Technician,2,3,Medical,Married,1,Travel_Rarely,No,10,9,7,0,0.0,4,4,2,3,2,3,0,5363,12,0,No
P-001446,RM975,27,Male,Sales,Sales Executive,2,1,Life Sciences,Single,2,Travel_Frequently,No,8,6,2,0,0.0,4,4,1,3,2,4,3,5071,20,3,No
P-001447,RM976,55,Male,Sales,Sales Executive,4,4,Marketing,Single,13,Travel_Rarely,Yes,24,19,7,3,8.0,1,3,4,2,3,3,2,13695,17,6,Yes
P-001448,RM977,56,Male,Research & Development,Manufacturing Director,4,3,Life Sciences,Married,23,Travel_Rarely,Yes,33,19,16,15,9.0,4,2,3,3,1,3,0,13402,12,4,No
P-001449,RM978,34,Female,Research & Development,Research Scientist,1,1,Technical Degree,Divorced,26,Non-Travel,No,5,5,4,0,0.0,1,3,2,3,3,4,2,2029,20,1,No
P-001450,RM979,40,Female,Research & Development,Healthcare Representative,2,1,Medical,Divorced,2,Travel_Rarely,No,15,12,11,11,8.0,2,3,4,3,2,4,0,6377,20,5,No
P-001451,RM980,34,Male,Research & Development,Laboratory Technician,2,3,Medical,Married,29,Travel_Rarely,No,10,8,7,7,7.0,2,3,3,3,1,3,1,5429,13,4,No
P-001452,RM981,31,Female,Sales,Sales Representative,1,3,Life Sciences,Single,2,Travel_Frequently,No,3,1,0,0,0.0,3,4,2,4,3,3,3,2785,14,7,Yes
P-001453,RM982,35,Female,Sales,Sales Executive,2,4,Marketing,Married,18,Travel_Frequently,Yes,5,4,2,3,2.0,4,3,3,2,3,3,0,4614,18,0,Yes
P-001454,RM983,38,Male,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,7,Travel_Frequently,No,4,4,2,0,3.0,4,3,4,3,4,3,2,2610,11,1,No
P-001455,RM984,34,Female,Research & Development,Healthcare Representative,2,4,Technical Degree,Single,2,Travel_Rarely,No,14,14,11,4,11.0,3,4,3,4,4,3,2,6687,11,1,No
P-001456,RM985,28,Male,Sales,Sales Executive,2,3,Life Sciences,Married,26,Travel_Rarely,No,5,5,3,0,4.0,3,1,2,3,3,3,0,4724,11,1,No
P-001457,RM986,31,Male,Research & Development,Manufacturing Director,2,4,Medical,Married,22,Travel_Rarely,Yes,10,10,2,6,7.0,4,3,3,2,4,3,3,6179,15,1,Yes
P-001458,RM987,39,Male,Sales,Sales Executive,2,4,Life Sciences,Married,21,Travel_Rarely,Yes,8,5,4,1,4.0,1,4,2,4,4,3,2,6120,12,3,No
P-001459,RM988,51,Male,Sales,Sales Executive,3,3,Marketing,Married,2,Travel_Frequently,No,14,4,2,3,2.0,2,2,3,3,2,3,5,10596,11,2,No
P-001460,RM989,41,Female,Research & Development,Research Scientist,2,3,Life Sciences,Divorced,22,Travel_Frequently,Yes,12,6,2,3,3.0,4,4,3,2,1,3,4,5467,14,3,No
P-001461,RM990,37,Male,Research & Development,Research Scientist,1,1,Life Sciences,Married,4,Travel_Rarely,Yes,8,6,4,1,3.0,3,3,3,3,4,3,2,2996,15,7,No
P-001462,RM991,33,Male,Sales,Sales Executive,2,1,Life Sciences,Married,5,Travel_Frequently,No,8,5,4,1,2.0,2,4,3,4,1,3,2,9998,13,6,No
